Date,Year,County,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_square_feet,average_listing_price,total_listing_count,violent_crime_rate,30_Year_Fixed_Rate,Number_of_Schools,median_listing_price_mm,Number_of_Parks
2018-10,2018,Catawba,259400,643,84,172,16,224,2107,345634,812,244.8,4.83,99,-0.001923817,65
2018-10,2018,Chatham,547000,416,107,84,4,88,3328,617409,486,219.1,4.83,110,-0.003642987,90
2018-10,2018,Cherokee,199900,628,112,120,4,96,1750,262052,634,272.1,4.83,26,-0.0005,2
2018-10,2018,Chowan,222000,140,148,20,0,24,1803,259861,157,463.4,4.83,8,-0.030567686,4
2018-10,2018,Clay,294000,453,163,48,0,76,2388,383303,465,165.4,4.83,14,-0.016722408,5
2018-10,2018,Cleveland,187500,330,89,68,4,100,1978,244563,409,201.4,4.83,66,0.013513514,38
2018-10,2018,Columbus,159450,153,126,24,0,20,1809,207362,191,377,4.83,36,0.002830189,5
2018-10,2018,Craven,191450,417,99,144,12,80,1860,242015,677,277.2,4.83,66,-0.018205128,63
2018-10,2018,Cumberland,154450,1717,91,452,20,388,1750,185566,2350,724,4.83,177,-0.0029051,83
2018-10,2018,Currituck,387000,695,101,136,8,108,2415,572751,765,168.8,4.83,12,0.040322581,3
2018-10,2018,Dare,434900,1038,126,172,4,176,2119,561245,1232,147.1,4.83,12,0,22
2018-10,2018,Davidson,179900,470,85,120,0,176,1771,230549,550,197,4.83,195,-0.027041644,126
2018-10,2018,Davie,259900,219,79,56,4,52,2289,339102,256,227.7,4.83,32,-0.011411183,9
2018-10,2018,Duplin,185000,101,122,20,0,20,2200,235502,139,151.6,4.83,31,0.057747284,9
2018-10,2018,Durham,328266,678,55,360,36,284,2017,398649,945,748.5,4.83,221,-0.014127399,412
2018-10,2018,Edgecombe,80700,138,136,20,0,28,1542,126709,167,,4.83,63,0.00875,83
2018-10,2018,Forsyth,254950,1343,70,448,32,428,2368,337757,1686,660.2,4.83,354,-0.005065405,479
2018-10,2018,Franklin,279900,323,88,84,24,84,2241,294710,388,191.6,4.83,69,-0.017860276,58
2018-10,2018,Gaston,237000,618,63,260,52,384,2069,281826,986,400.1,4.83,112,-0.048192771,99
2018-10,2018,Gates,138950,49,111,16,0,8,1582,150711,54,,4.83,5,-0.067449664,2
2018-10,2018,Graham,276000,94,137,12,0,8,1602,389079,97,376,4.83,3,-0.044982699,1
2018-10,2018,Granville,253250,75,86,28,0,20,2234,326412,102,252.6,4.83,54,0.057411273,63
2018-10,2018,Greene,99900,24,120,0,0,4,1570,163829,27,243.5,4.83,43,-0.090991811,23
2018-10,2018,Guilford,274900,1577,67,588,72,480,2437,338974,1935,512.8,4.83,405,-0.014695341,788
2018-10,2018,Halifax,152850,229,125,24,0,36,1835,238953,278,404.7,4.83,36,0.054865424,20
2018-10,2018,Harnett,218700,680,86,200,4,168,2101,231137,882,269.3,4.83,112,-0.005457026,108
2018-10,2018,Haywood,327250,551,104,112,4,172,2112,416993,680,326.8,4.83,50,-0.023134328,26
2018-10,2018,Henderson,378500,746,86,188,16,300,2397,507688,964,110.7,4.83,100,0.009333333,104
2018-10,2018,Hertford,122450,72,166,4,0,8,1862,158870,80,386.1,4.83,10,-0.019615693,3
2018-10,2018,Hoke,206585,245,74,76,4,64,2100,205082,399,86.1,4.83,62,0.059953822,24
2018-10,2018,Hyde,350000,54,194,0,0,4,1424,410859,62,,4.83,3,0,0
2018-10,2018,Iredell,349950,915,79,260,36,464,2793,487836,1197,275.8,4.83,148,-0.000142857,104
2018-10,2018,Jackson,417000,943,147,108,4,128,2250,663374,1076,181.9,4.83,28,-0.00477327,13
2018-10,2018,Johnston,268900,888,74,268,32,244,2305,276417,1096,202.3,4.83,143,-0.003705076,248
2018-10,2018,Jones,132400,18,130,4,0,0,1597,121614,26,,4.83,38,0.182142857,18
2018-10,2018,Lee,232500,339,69,112,0,68,2300,244689,482,,4.83,51,-0.001717475,22
2018-10,2018,Lenoir,124950,151,135,20,0,28,1913,149140,182,490.9,4.83,31,-0.027626459,13
2018-10,2018,Lincoln,326950,388,79,100,12,180,2548,456720,527,144,4.83,68,-0.008942104,27
2018-10,2018,Macon,394000,811,130,80,0,124,2250,608488,916,120.8,4.83,38,-0.007556675,14
2018-10,2018,Madison,329275,200,130,36,4,32,2018,436186,225,82.1,4.83,19,-0.053807471,6
2018-10,2018,Martin,84450,87,135,12,0,12,1616,116250,94,500.1,4.83,27,-0.061614534,23
2018-10,2018,Mcdowell,342100,273,116,40,0,44,2065,414432,294,,4.83,,0.052615385,
2018-10,2018,Mecklenburg,366513,3525,55,1640,292,2048,2431,509902,5196,614.2,4.83,569,-0.022632,905
2018-10,2018,Mitchell,224950,249,163,16,0,36,1887,279086,267,,4.83,39,0.02716895,12
2018-10,2018,Montgomery,189900,42,95,4,0,12,1878,208582,46,203.6,4.83,20,-0.136425648,10
2018-10,2018,Moore,309587,930,101,192,28,232,2500,383467,1163,167,4.83,71,0.001339056,61
2018-10,2018,Nash,162450,362,117,72,8,124,1799,196863,478,,4.83,57,-0.014857489,64
2018-10,2018,New hanover,345665,1340,108,368,76,592,2136,519518,2083,,4.83,,0.007769679,
2018-10,2018,Northampton,99900,53,145,4,0,4,1871,193181,66,,4.83,12,-0.091818182,4
2018-10,2018,Onslow,198950,1065,113,276,48,176,1755,264541,1827,253.2,4.83,91,0.010411376,58
2018-10,2018,Orange,417250,428,84,128,4,104,2416,535855,524,153.6,4.83,117,-0.018235294,126
2018-10,2018,Pamlico,309750,140,188,16,0,16,1936,344943,165,185.8,4.83,16,0.032844281,10
2018-10,2018,Pasquotank,199950,291,86,64,4,68,2161,210505,338,383.6,4.83,51,0.000250125,21
2018-10,2018,Pender,303480,335,106,64,24,96,2352,343548,496,159.6,4.83,37,0.006767516,50
2018-10,2018,Perquimans,292000,159,151,4,0,20,2359,298793,170,107,4.83,9,0.011255411,4
2018-10,2018,Person,274900,133,101,32,0,28,2044,358491,166,328.5,4.83,24,0.037358491,9
2018-10,2018,Pitt,197450,551,93,120,12,132,2012,239106,862,417.2,4.83,133,0.002284264,100
2018-10,2018,Polk,393000,369,97,56,4,100,2279,620053,420,47.8,4.83,25,0.034482759,40
2018-10,2018,Randolph,179900,297,70,100,8,104,1800,228017,382,210.5,4.83,126,0.052046784,90
2018-10,2018,Richmond,147000,125,111,28,0,20,1879,227405,136,479.4,4.83,32,-0.019346231,15
2018-10,2018,Robeson,129750,306,122,40,0,52,1783,169680,383,684.9,4.83,85,0.013671875,47
2018-10,2018,Rockingham,149900,345,97,100,0,92,1631,212350,399,251.4,4.83,67,0.016340091,73
2018-10,2018,Rowan,215000,404,66,152,8,188,2133,281147,563,308.2,4.83,107,-0.096638655,119
2018-10,2018,Rutherford,288000,587,110,92,4,100,2062,429070,654,234.4,4.83,47,-0.033557047,25
2018-10,2018,Sampson,159950,126,118,24,4,24,1947,336265,151,300,4.83,60,0.000312695,22
2018-10,2018,Scotland,124900,147,74,20,0,28,2010,155218,191,805.1,4.83,40,-0.012648221,13
2018-10,2018,Stanly,285000,315,106,44,12,104,1852,393147,418,296.5,4.83,38,0.021505376,22
2018-10,2018,Stokes,219999,108,95,36,0,36,2031,285374,141,158.6,4.83,44,0.099995,16
2018-10,2018,Surry,182150,174,95,40,0,40,2005,230612,202,89,4.83,45,-0.036243386,13
2018-10,2018,Swain,309950,183,146,12,0,20,1799,420618,200,232.1,4.83,14,0.033166667,1
2018-10,2018,Transylvania,429000,460,138,72,8,112,2288,607744,531,141.7,4.83,17,0,17
2018-10,2018,Tyrrell,148900,19,92,0,0,0,1748,179311,19,139.2,4.83,6,0,0
2018-10,2018,Union,402139,927,74,316,56,484,3161,507812,1207,211.3,4.83,96,-0.030756809,130
2018-10,2018,Vance,207400,84,79,16,0,16,1804,233936,102,715.7,4.83,46,0.121687399,15
2018-10,2018,Wake,398000,4208,71,1628,172,1692,2697,475952,5361,244.1,4.83,548,-0.004875609,1627
2018-10,2018,Warren,134400,69,113,4,0,8,1659,286082,75,109.7,4.83,31,0.042668735,1
2018-10,2018,Washington,89500,43,147,4,0,4,1425,135007,47,,4.83,9,-0.004449388,9
2018-10,2018,Watauga,169900,2286,173,204,12,304,2065,324614,2494,62.2,4.83,40,-0.028587764,44
2018-10,2018,Wayne,179900,442,87,100,20,64,1893,190958,460,219.9,4.83,86,0.028587764,36
2018-10,2018,Wilkes,249000,337,101,72,0,52,2410,347519,401,243.6,4.83,53,0,34
2018-10,2018,Wilson,132200,256,110,56,0,56,1584,167539,365,385.3,4.83,87,-0.017100372,70
2018-10,2018,Yadkin,164500,76,75,16,0,16,1576,219763,91,365.3,4.83,16,0.00304878,4
2018-10,2018,Yancey,299000,357,146,32,0,52,1949,418537,374,72.3,4.83,28,0,4
2018-09,2018,Alamance,249500,774,69,240,20,196,2119,275266,889,419.9,4.63,94,0.044370029,54
2018-09,2018,Alexander,207900,93,81,20,0,32,1933,272010,109,221.9,4.63,49,0.041061592,25
2018-09,2018,Alleghany,125000,441,164,36,0,48,1952,194601,470,114.8,4.63,11,-0.131642932,0
2018-09,2018,Anson,134900,62,95,16,0,12,1750,171532,81,568.4,4.63,15,-0.018552201,3
2018-09,2018,Ashe,69900,895,185,84,0,96,1830,168637,963,,4.63,7,0,5
2018-09,2018,Avery,199000,393,149,24,0,44,1894,330291,431,,4.63,40,-0.00425319,9
2018-09,2018,Beaufort,249900,306,144,40,4,72,2004,286430,384,221.2,4.63,25,0,18
2018-09,2018,Bertie,99900,50,137,4,0,8,1744,182348,53,162.5,4.63,15,-0.072853828,10
2018-09,2018,Bladen,179900,106,127,8,0,8,1800,231443,127,,4.63,47,0.002228412,9
2018-09,2018,Brunswick,339000,1955,103,348,48,300,2001,426719,2777,159.5,4.63,49,-0.002060642,70
2018-09,2018,Buncombe,414000,1474,78,428,36,688,2084,571741,1939,297.5,4.63,211,-0.025882353,211
2018-09,2018,Burke,224900,380,82,68,0,48,2076,341874,416,166.5,4.63,115,-0.133166313,118
2018-09,2018,Cabarrus,299501,714,52,288,80,408,2430,334814,1028,127.1,4.63,165,0.00217835,120
2018-09,2018,Caldwell,180000,298,119,64,4,64,1842,265747,354,180.1,4.63,105,0.002796689,85
2018-09,2018,Camden,289500,131,78,28,4,20,2101,285265,158,29.1,4.63,22,0.015789474,9
2018-09,2018,Carteret,334500,966,124,52,12,124,1876,435511,1295,172.3,4.63,37,0.021374046,44
2018-09,2018,Caswell,259900,61,133,4,0,4,1922,348522,65,,4.63,47,-0.081300813,37
2018-09,2018,Catawba,259900,629,78,204,8,180,2107,350019,810,244.8,4.63,99,-0.067456046,65
2018-09,2018,Chatham,549000,413,92,108,8,64,3309,618803,490,219.1,4.63,110,0.008449669,90
2018-09,2018,Cherokee,200000,630,98,108,0,84,1783,265680,635,272.1,4.63,26,-0.069551058,2
2018-09,2018,Chowan,229000,152,135,12,0,20,1916,278007,166,463.4,4.63,8,0.008810573,4
2018-09,2018,Clay,299000,430,147,60,0,52,2429,382383,442,165.4,4.63,14,0,5
2018-09,2018,Cleveland,185000,347,75,92,8,80,1984,238780,426,201.4,4.63,66,0.003009027,38
2018-09,2018,Columbus,159000,174,117,12,0,16,1783,203078,212,377,4.63,36,0,5
2018-09,2018,Craven,195000,552,95,96,0,56,1835,242194,837,277.2,4.63,66,0.031746032,63
2018-09,2018,Cumberland,154900,1787,86,392,24,376,1784,186627,2496,724,4.63,177,0,83
2018-09,2018,Currituck,372000,680,95,112,16,120,2388,553148,756,168.8,4.63,12,-0.004016064,3
2018-09,2018,Dare,434900,1035,122,156,4,152,2136,561209,1263,147.1,4.63,12,0.006829494,22
2018-09,2018,Davidson,184900,469,78,108,4,120,1780,235753,587,197,4.63,195,-0.046661511,126
2018-09,2018,Davie,262900,226,86,48,0,64,2303,342072,269,227.7,4.63,32,-0.043652237,9
2018-09,2018,Duplin,174900,138,120,8,0,12,2048,226045,174,151.6,4.63,31,0.051081731,9
2018-09,2018,Durham,332970,640,49,372,44,228,2048,403632,914,748.5,4.63,221,-0.006637927,412
2018-09,2018,Edgecombe,80000,142,123,16,0,20,1500,129105,180,,4.63,63,-0.057714959,83
2018-09,2018,Forsyth,256248,1335,64,512,24,400,2388,341263,1715,660.2,4.63,354,0.001563428,479
2018-09,2018,Franklin,284990,333,90,76,12,68,2235,295164,390,191.6,4.63,69,-3.51E-05,58
2018-09,2018,Gaston,249000,623,52,288,56,316,2095,292852,1010,400.1,4.63,112,-0.003601441,99
2018-09,2018,Gates,149000,48,106,4,0,8,1563,155240,52,,4.63,5,-0.06875,2
2018-09,2018,Graham,289000,87,137,4,0,8,1600,420546,92,376,4.63,3,0.043509659,1
2018-09,2018,Granville,239500,82,74,28,0,16,2272,305395,118,252.6,4.63,54,0.033218292,63
2018-09,2018,Greene,109900,28,88,0,0,0,1457,154229,32,243.5,4.63,43,0.112911392,23
2018-09,2018,Guilford,279000,1571,67,576,68,460,2447,343059,2008,512.8,4.63,405,0.005586592,788
2018-09,2018,Halifax,144900,239,131,40,4,40,1820,233693,294,404.7,4.63,36,-0.064557779,20
2018-09,2018,Harnett,219900,693,81,164,8,164,2102,232859,915,269.3,4.63,112,0.020654444,108
2018-09,2018,Haywood,335000,548,96,132,12,180,2128,421816,683,326.8,4.63,50,0.009036145,26
2018-09,2018,Henderson,375000,727,78,188,20,280,2402,509127,964,110.7,4.63,100,0.008064516,104
2018-09,2018,Hertford,124900,81,151,8,0,12,1845,150707,89,386.1,4.63,10,-0.104659498,3
2018-09,2018,Hoke,194900,259,68,76,12,48,2100,202851,413,86.1,4.63,62,-0.0255,24
2018-09,2018,Hyde,350000,58,178,0,0,4,1424,399133,70,,4.63,3,-0.053926206,0
2018-09,2018,Iredell,350000,932,75,272,52,412,2770,488682,1278,275.8,4.63,148,0,104
2018-09,2018,Jackson,419000,934,128,112,4,128,2256,664457,1082,181.9,4.63,28,0.004194128,13
2018-09,2018,Johnston,269900,808,72,320,28,212,2334,277179,1081,202.3,4.63,143,0.018490566,248
2018-09,2018,Jones,112000,28,114,0,0,4,1658,116721,31,,4.63,38,-0.054453356,18
2018-09,2018,Lee,232900,352,68,136,0,68,2300,243708,490,,4.63,51,-0.014179894,22
2018-09,2018,Lenoir,128500,178,115,16,0,20,1854,147775,213,490.9,4.63,31,0.071726439,13
2018-09,2018,Lincoln,329900,387,67,124,16,176,2605,471562,535,144,4.63,68,-0.015076877,27
2018-09,2018,Macon,397000,813,119,124,0,108,2250,624466,955,120.8,4.63,38,-0.005012531,14
2018-09,2018,Madison,348000,179,119,32,0,28,2056,444533,213,82.1,4.63,19,0.004329004,6
2018-09,2018,Martin,89995,82,135,12,0,8,1596,113956,95,500.1,4.63,27,-0.036971643,23
2018-09,2018,Mcdowell,325000,276,113,64,4,36,2101,416989,298,,4.63,,0,
2018-09,2018,Mecklenburg,375000,3376,53,1684,352,2044,2473,519728,5247,614.2,4.63,569,0,905
2018-09,2018,Mitchell,219000,261,152,20,0,52,1854,274109,280,,4.63,39,0.018604651,12
2018-09,2018,Montgomery,219900,43,93,12,0,12,2097,223042,48,203.6,4.63,20,-0.051950851,10
2018-09,2018,Moore,309173,945,96,140,24,184,2500,383379,1216,167,4.63,71,0.013681967,61
2018-09,2018,Nash,164900,381,114,64,8,80,1873,199408,538,,4.63,57,-0.015228426,64
2018-09,2018,New hanover,343000,1589,85,148,40,400,2122,521948,2453,,4.63,,0.021669521,
2018-09,2018,Northampton,110000,58,124,12,0,4,1878,223964,72,,4.63,12,0.048118152,4
2018-09,2018,Onslow,196900,1403,87,140,20,136,1756,260038,2154,253.2,4.63,91,-0.00022849,58
2018-09,2018,Orange,425000,438,73,136,8,104,2445,531734,524,153.6,4.63,117,-0.00909996,126
2018-09,2018,Pamlico,299900,159,161,8,0,8,1930,340760,190,185.8,4.63,16,0.001335559,10
2018-09,2018,Pasquotank,199900,300,81,64,4,64,2150,209433,346,383.6,4.63,51,-0.008924145,21
2018-09,2018,Pender,301440,400,83,40,4,56,2336,345792,562,159.6,4.63,37,0.012818144,50
2018-09,2018,Perquimans,288750,158,136,20,4,20,2369,297556,172,107,4.63,9,0,4
2018-09,2018,Person,265000,135,86,28,0,24,2030,346933,172,328.5,4.63,24,0,9
2018-09,2018,Pitt,197000,562,86,156,12,96,2032,240849,908,417.2,4.63,133,-0.014507254,100
2018-09,2018,Polk,379900,367,100,68,0,60,2196,593879,422,47.8,4.63,25,-0.028388747,40
2018-09,2018,Randolph,171000,303,65,104,4,88,1800,228306,378,210.5,4.63,126,0.015138023,90
2018-09,2018,Richmond,149900,129,96,12,4,20,1935,234476,152,479.4,4.63,32,0.009767599,15
2018-09,2018,Robeson,128000,317,115,32,0,28,1839,164288,406,684.9,4.63,85,-0.009287926,47
2018-09,2018,Rockingham,147490,340,99,76,0,92,1624,204802,388,251.4,4.63,67,-0.011461126,73
2018-09,2018,Rowan,238000,398,64,128,12,184,2191,296389,562,308.2,4.63,107,0.004219409,119
2018-09,2018,Rutherford,298000,608,104,108,4,120,2062,441220,685,234.4,4.63,47,0.010169492,25
2018-09,2018,Sampson,159900,133,109,12,0,16,1950,310185,163,300,4.63,60,0.002822201,22
2018-09,2018,Scotland,126500,165,42,16,0,28,2100,159950,202,805.1,4.63,40,-0.02617398,13
2018-09,2018,Stanly,279000,333,85,56,4,96,1865,388070,434,296.5,4.63,38,-0.037931034,22
2018-09,2018,Stokes,200000,115,85,32,0,28,1870,270453,142,158.6,4.63,44,-0.024152232,16
2018-09,2018,Surry,189000,168,82,40,0,36,2025,237345,203,89,4.63,45,0.119005329,13
2018-09,2018,Swain,300000,181,123,12,0,20,1613,361440,205,232.1,4.63,14,0,1
2018-09,2018,Transylvania,429000,458,128,64,4,88,2317,610759,553,141.7,4.63,17,0,17
2018-09,2018,Tyrrell,148900,20,61,0,0,0,1713,172945,21,139.2,4.63,6,0.067383513,0
2018-09,2018,Union,414900,965,69,280,52,500,3212,515131,1276,211.3,4.63,96,-0.009785203,130
2018-09,2018,Vance,184900,82,99,28,0,12,1772,218780,97,715.7,4.63,46,-0.026329647,15
2018-09,2018,Wake,399950,4025,66,1784,200,1544,2747,489936,5349,244.1,4.63,548,-0.019427568,1627
2018-09,2018,Warren,128900,70,89,4,0,8,1714,287765,76,109.7,4.63,31,-0.140666667,1
2018-09,2018,Washington,89900,41,134,4,0,8,1700,146587,45,,4.63,9,-0.098294885,9
2018-09,2018,Watauga,174900,2322,160,220,16,344,2070,329866,2560,62.2,4.63,40,-0.02235886,44
2018-09,2018,Wayne,174900,477,82,76,0,44,1860,187271,491,219.9,4.63,86,0.033687943,36
2018-09,2018,Wilkes,249000,332,106,68,0,52,2175,341685,381,243.6,4.63,53,0.048421053,34
2018-09,2018,Wilson,134500,252,93,68,4,48,1602,171935,364,385.3,4.63,87,0.104768163,70
2018-09,2018,Yadkin,164000,79,86,24,0,12,1610,218986,95,365.3,4.63,16,-0.088382435,4
2018-09,2018,Yancey,299000,344,136,44,0,40,1960,416745,366,72.3,4.63,28,0,4
2018-08,2018,Alamance,238900,809,66,356,32,244,2062,270819,940,419.9,4.55,94,-0.004375912,54
2018-08,2018,Alexander,199700,91,79,20,0,24,1912,263355,113,221.9,4.55,49,-0.0010005,25
2018-08,2018,Alleghany,143950,436,148,48,0,40,1966,197898,464,114.8,4.55,11,-0.277540778,0
2018-08,2018,Anson,137450,64,101,16,0,16,1663,173929,72,568.4,4.55,15,-0.063373083,3
2018-08,2018,Ashe,69900,913,189,92,4,108,1808,165861,993,,4.55,7,-0.587610619,5
2018-08,2018,Avery,199850,405,135,40,0,76,1930,331264,450,,4.55,40,-0.1291939,9
2018-08,2018,Beaufort,249900,312,129,52,4,88,2065,288783,398,221.2,4.55,25,0,18
2018-08,2018,Bertie,107750,48,137,8,0,4,1909,180711,51,162.5,4.55,15,0.046624575,10
2018-08,2018,Bladen,179500,113,120,16,0,16,1780,221663,129,,4.55,47,0.056503826,9
2018-08,2018,Brunswick,339700,1937,101,500,76,464,2001,428188,2788,159.5,4.55,49,-0.000882353,70
2018-08,2018,Buncombe,425000,1395,74,436,36,656,2110,576828,1879,297.5,4.55,211,0.001177856,211
2018-08,2018,Burke,259450,327,77,100,0,60,2334,370697,376,166.5,4.55,115,0.0378,118
2018-08,2018,Cabarrus,298850,685,46,376,40,380,2433,333284,998,127.1,4.55,165,-0.002170284,120
2018-08,2018,Caldwell,179498,293,113,76,4,68,1888,267378,356,180.1,4.55,105,-0.062419038,85
2018-08,2018,Camden,285000,125,75,28,0,24,1994,287586,153,29.1,4.55,22,0.01986044,9
2018-08,2018,Carteret,327500,1012,118,200,20,292,1880,422112,1354,172.3,4.55,37,0.008002462,44
2018-08,2018,Caswell,282900,60,114,12,0,8,1952,351950,66,,4.55,47,0.038355662,37
2018-08,2018,Catawba,278700,617,74,200,16,180,2213,368693,810,244.8,4.55,99,0.0447985,65
2018-08,2018,Chatham,544400,405,89,92,8,96,3309,615924,487,219.1,4.55,110,0.022443422,90
2018-08,2018,Cherokee,214950,656,92,140,8,92,1789,270440,660,272.1,4.55,26,-0.016021973,2
2018-08,2018,Chowan,227000,153,122,20,0,24,1864,277936,169,463.4,4.55,8,-0.008733624,4
2018-08,2018,Clay,299000,434,143,44,0,64,2208,391231,444,165.4,4.55,14,-0.001502755,5
2018-08,2018,Cleveland,184445,354,71,96,4,88,2000,241607,443,201.4,4.55,66,0.007923714,38
2018-08,2018,Columbus,159000,178,111,24,0,36,1788,204987,215,377,4.55,36,0.035830619,5
2018-08,2018,Craven,189000,608,84,180,4,148,1830,241660,900,277.2,4.55,66,-0.01305483,63
2018-08,2018,Cumberland,154900,1794,79,504,28,488,1813,185892,2547,724,4.55,177,0.002913564,83
2018-08,2018,Currituck,373500,654,95,108,28,104,2400,553878,744,168.8,4.55,12,0.00973236,3
2018-08,2018,Dare,431950,1015,115,188,8,144,2145,557593,1239,147.1,4.55,12,-0.014375357,22
2018-08,2018,Davidson,193950,471,78,160,8,160,1805,244493,598,197,4.55,195,0.021327014,126
2018-08,2018,Davie,274900,222,86,68,0,64,2391,346706,256,227.7,4.55,32,-0.016457961,9
2018-08,2018,Duplin,166400,138,127,36,0,32,1895,213496,174,151.6,4.55,31,0.057179161,9
2018-08,2018,Durham,335195,613,39,436,36,228,2115,410443,945,748.5,4.55,221,-0.015788145,412
2018-08,2018,Edgecombe,84900,145,115,28,0,16,1566,129952,180,,4.55,63,0.016766467,83
2018-08,2018,Forsyth,255848,1302,59,624,32,420,2373,338103,1765,660.2,4.55,354,-0.013883214,479
2018-08,2018,Franklin,285000,300,78,92,28,84,2233,296516,361,191.6,4.55,69,-0.015544041,58
2018-08,2018,Gaston,249900,634,49,332,60,356,2133,292072,1033,400.1,4.55,112,-0.027418319,99
2018-08,2018,Gates,160000,46,103,8,0,12,1600,168075,52,,4.55,5,0,2
2018-08,2018,Graham,276950,95,120,8,0,12,1592,370435,101,376,4.55,3,0.047267915,1
2018-08,2018,Granville,231800,85,52,48,0,28,2277,302246,128,252.6,4.55,54,0.003789109,63
2018-08,2018,Greene,98750,29,70,8,0,0,1523,178109,31,243.5,4.55,43,-0.101455869,23
2018-08,2018,Guilford,277450,1606,67,740,20,536,2470,337571,2121,512.8,4.55,405,-0.004485109,788
2018-08,2018,Halifax,154900,229,133,40,0,32,1823,246032,284,404.7,4.55,36,0.016070843,20
2018-08,2018,Harnett,215450,708,75,228,8,196,2105,232282,937,269.3,4.55,112,0.002093023,108
2018-08,2018,Haywood,332000,531,100,120,12,152,2092,427718,684,326.8,4.55,50,0.021362473,26
2018-08,2018,Henderson,372000,711,74,240,40,284,2388,504215,963,110.7,4.55,100,-0.025795469,104
2018-08,2018,Hertford,139500,82,156,8,0,16,1876,159814,92,386.1,4.55,10,0,3
2018-08,2018,Hoke,200000,258,63,124,12,52,2100,205068,410,86.1,4.55,62,0.018329939,24
2018-08,2018,Hyde,369950,61,212,12,0,0,1466,409361,73,,4.55,3,-0.024522083,0
2018-08,2018,Iredell,350000,959,69,340,48,464,2806,486703,1303,275.8,4.55,148,0.000285796,104
2018-08,2018,Jackson,417250,941,118,124,0,136,2298,665849,1101,181.9,4.55,28,0.043385846,13
2018-08,2018,Johnston,265000,798,67,308,40,232,2349,275316,1060,202.3,4.55,143,0.017293998,248
2018-08,2018,Jones,118450,25,99,0,0,4,1642,119494,30,,4.55,38,-0.051641313,18
2018-08,2018,Lee,236250,358,64,132,0,80,2306,250877,509,,4.55,51,0.005319149,22
2018-08,2018,Lenoir,119900,179,132,36,0,20,1834,146572,214,490.9,4.55,31,-0.076982294,13
2018-08,2018,Lincoln,334950,374,68,132,20,168,2577,474188,543,144,4.55,68,-0.029060077,27
2018-08,2018,Macon,399000,801,112,136,4,120,2250,627609,941,120.8,4.55,38,0,14
2018-08,2018,Madison,346500,181,124,24,0,36,2083,432385,216,82.1,4.55,19,0,6
2018-08,2018,Martin,93450,73,141,8,0,8,1617,120570,96,500.1,4.55,27,0.044717719,23
2018-08,2018,Mcdowell,325000,263,92,60,0,52,2121,421746,291,,4.55,,0.085141903,
2018-08,2018,Mecklenburg,375000,3404,49,1804,360,2128,2498,518426,5318,614.2,4.55,569,-0.023818821,905
2018-08,2018,Mitchell,215000,253,139,36,0,44,1831,248780,275,,4.55,39,0,12
2018-08,2018,Montgomery,231950,36,89,4,0,8,2200,243558,46,203.6,4.55,20,-0.030512017,10
2018-08,2018,Moore,305000,963,89,268,32,268,2500,387319,1260,167,4.55,71,-0.008342925,61
2018-08,2018,Nash,167450,401,98,100,8,84,1876,201186,562,,4.55,57,0.087690809,64
2018-08,2018,New hanover,335725,1589,76,492,72,840,2107,508183,2488,,4.55,,-0.011119293,
2018-08,2018,Northampton,104950,54,117,8,0,8,1863,224675,74,,4.55,12,-0.380643258,4
2018-08,2018,Onslow,196945,1422,81,424,24,368,1758,262085,2177,253.2,4.55,91,0.003797146,58
2018-08,2018,Orange,428903,429,61,116,4,128,2460,540793,555,153.6,4.55,117,-0.010266481,126
2018-08,2018,Pamlico,299500,168,138,12,0,8,1917,337269,207,185.8,4.55,16,0.062999113,10
2018-08,2018,Pasquotank,201700,300,77,60,4,84,2169,213453,344,383.6,4.55,51,0.009004502,21
2018-08,2018,Pender,297625,405,65,120,20,140,2295,341399,583,159.6,4.55,37,-0.002095557,50
2018-08,2018,Perquimans,288750,162,113,12,0,28,2364,303346,182,107,4.55,9,0.033094812,4
2018-08,2018,Person,265000,151,73,44,0,24,2094,331599,175,328.5,4.55,24,-0.012115564,9
2018-08,2018,Pitt,199900,547,80,208,8,124,2068,249222,927,417.2,4.55,133,-0.017449005,100
2018-08,2018,Polk,391000,340,96,76,0,76,2149,597211,391,47.8,4.55,25,-0.01511335,40
2018-08,2018,Randolph,168450,287,58,132,4,100,1800,224389,386,210.5,4.55,126,-0.119215686,90
2018-08,2018,Richmond,148450,140,92,44,0,36,1980,234521,157,479.4,4.55,32,-0.009673115,15
2018-08,2018,Robeson,129200,325,96,56,0,40,1821,163173,417,684.9,4.55,85,0.053833605,47
2018-08,2018,Rockingham,149200,337,92,92,0,96,1654,214499,387,251.4,4.55,67,-0.005333333,73
2018-08,2018,Rowan,237000,388,65,172,20,164,2112,294745,560,308.2,4.55,107,0.047513812,119
2018-08,2018,Rutherford,295000,569,101,132,0,112,2040,442703,652,234.4,4.55,47,0.017592273,25
2018-08,2018,Sampson,159450,121,98,16,4,28,1948,276140,154,300,4.55,60,0.002830189,22
2018-08,2018,Scotland,129900,176,18,24,0,40,2016,158447,208,805.1,4.55,40,-0.017397882,13
2018-08,2018,Stanly,290000,316,81,92,12,104,2000,399144,423,296.5,4.55,38,-0.015948422,22
2018-08,2018,Stokes,204950,122,86,48,0,36,1890,268424,148,158.6,4.55,44,-0.106971678,16
