,date,County,county_fips,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_square_feet,average_listing_price,total_listing_count
44871,4/1/2021,mitchell,37121,312500,52,54,28,0,4,1707,477483,93
45011,4/1/2021,sampson,37163,242400,31,48,20,0,4,2152,464851,95
45029,4/1/2021,harnett,37085,237000,173,38,260,20,40,1810,240388,651
45054,4/1/2021,hyde,37095,445000,32,207,4,0,0,1512,516085,43
45116,4/1/2021,stokes,37169,306499,34,62,40,0,8,2000,362386,105
45128,4/1/2021,guilford,37081,270000,370,40,780,36,76,2050,367257,1737
45175,4/1/2021,pender,37141,349700,89,55,152,16,16,2303,458646,462
45210,4/1/2021,swain,37173,397000,56,98,16,0,8,1968,535284,86
45220,4/1/2021,hertford,37091,182000,20,67,8,0,0,2106,218561,43
45243,4/1/2021,mecklenburg,37119,434900,1014,31,1340,108,304,2089,658871,2726
45339,4/1/2021,stanly,37167,262400,93,37,88,4,28,1721,412082,191
45351,4/1/2021,lee,37105,282500,77,35,136,4,16,2196,314944,302
45355,4/1/2021,rowan,37159,262400,110,40,144,4,40,2017,371059,302
45376,4/1/2021,greene,37079,159950,1,70,0,0,0,2387,168900,6
45408,4/1/2021,cleveland,37045,207450,70,32,72,12,16,1590,259387,223
45437,4/1/2021,burke,37023,274900,56,56,52,0,12,1867,499072,133
45526,4/1/2021,chowan,37041,255000,43,59,12,0,4,2332,404322,82
45581,4/1/2021,lenoir,37107,182450,43,34,44,4,0,2090,201734,125
45719,4/1/2021,richmond,37153,146700,57,36,56,0,0,1418,220137,114
45738,4/1/2021,bertie,37015,65864,8,290,4,0,0,1586,164382,15
45753,4/1/2021,henderson,37089,458450,200,59,200,24,40,2142,682728,502
45760,4/1/2021,bladen,37017,187450,36,71,16,0,8,1805,520125,70
45765,4/1/2021,rockingham,37157,220000,89,41,104,0,28,1949,299702,286
45820,4/1/2021,polk,37149,537000,76,69,44,0,8,2194,789493,158
45845,4/1/2021,scotland,37165,219450,21,32,20,0,0,2557,223650,74
45855,4/1/2021,cabarrus,37025,293950,110,25,208,4,48,1986,393275,325
45899,4/1/2021,caldwell,37027,239900,57,39,68,0,24,2003,408574,145
45917,4/1/2021,person,37145,265900,36,46,28,0,4,1658,494710,73
45942,4/1/2021,johnston,37101,311100,175,21,276,92,28,2034,320067,651
45971,4/1/2021,madison,37115,417500,48,74,24,0,12,1742,605408,86
45976,4/1/2021,davidson,37057,236995,94,39,164,4,24,1678,296618,366
46003,4/1/2021,forsyth,37067,301988,353,41,660,32,84,5256,430227,1581
46021,4/1/2021,currituck,37053,455315,181,50,148,24,16,2589,672996,420
46084,4/1/2021,rutherford,37161,304500,90,56,76,4,12,1734,474253,233
46112,4/1/2021,transylvania,37175,600000,105,72,52,0,16,2201,994041,194
46170,4/1/2021,alamance,37001,298250,167,31,304,12,20,1967,409933,477
46184,4/1/2021,franklin,37069,346508,61,31,76,4,12,2121,364206,145
46277,4/1/2021,surry,37171,285450,57,55,60,0,12,2500,390748,155
46279,4/1/2021,yadkin,37197,224450,23,33,28,0,4,2500,331285,73
46286,4/1/2021,clay,37043,412500,101,90,32,4,20,3181,535487,160
46321,4/1/2021,perquimans,37143,328000,35,91,20,0,8,2565,376206,71
46323,4/1/2021,new hanover,37129,440148,392,46,548,40,76,2124,731938,1533
46347,4/1/2021,watauga,37189,674750,189,56,140,4,16,2545,990328,389
46367,4/1/2021,halifax,37083,149700,65,103,36,0,8,1598,272600,169
46458,3/1/2021,lenoir,37107,162450,42,37,52,0,0,2083,191654,116
46506,3/1/2021,swain,37173,367500,63,117,28,0,8,2182,516932,91
46546,3/1/2021,halifax,37083,149900,70,96,28,0,8,1772,277442,178
46558,3/1/2021,rowan,37159,249840,125,40,148,4,36,1950,339593,312
46569,3/1/2021,wilkes,37193,349450,51,64,44,0,8,2050,442424,150
46602,3/1/2021,rockingham,37157,221950,82,44,96,0,36,1755,305005,264
46625,3/1/2021,haywood,37087,379000,153,80,104,4,40,1905,565186,318
46760,3/1/2021,durham,37063,371516,259,33,380,72,56,1762,483494,562
46801,3/1/2021,madison,37115,414000,43,74,16,4,12,1820,602717,83
46851,3/1/2021,clay,37043,412500,114,99,40,0,28,3181,604775,188
46859,3/1/2021,randolph,37151,215450,79,51,144,0,16,1578,326993,301
46861,3/1/2021,craven,37049,255950,207,42,236,44,32,1916,305955,667
46907,3/1/2021,pitt,37147,266820,124,41,228,32,24,2254,338553,596
46924,3/1/2021,caldwell,37027,235150,59,42,68,4,12,1975,408680,141
46981,3/1/2021,catawba,37035,306495,140,41,164,8,56,1994,443991,320
47018,3/1/2021,person,37145,300450,37,39,36,0,4,1803,513511,73
47045,3/1/2021,wayne,37191,192000,86,38,128,0,32,1726,218138,252
47080,3/1/2021,henderson,37089,432450,207,79,180,24,40,2145,679942,468
47101,3/1/2021,cumberland,37051,194450,260,38,528,32,60,1850,238513,1309
47114,3/1/2021,northampton,37131,187250,15,121,4,0,4,1907,402304,39
47145,3/1/2021,transylvania,37175,644500,106,88,48,4,16,2621,938162,190
47171,3/1/2021,bladen,37017,219900,35,120,16,0,0,1750,532142,67
47324,3/1/2021,hoke,37093,214950,27,39,104,4,0,1985,219215,238
47361,3/1/2021,hyde,37095,462250,34,191,8,0,0,1512,507421,47
47364,3/1/2021,pender,37141,346000,102,62,132,28,8,2346,414373,453
47375,3/1/2021,robeson,37155,174350,80,46,60,0,16,1900,209064,199
47398,3/1/2021,stanly,37167,277400,92,45,80,0,16,1727,378324,169
47402,3/1/2021,orange,37135,552000,100,23,164,12,12,2684,700005,216
47417,3/1/2021,harnett,37085,229450,185,27,244,12,36,1750,229867,609
47457,3/1/2021,watauga,37189,675000,181,79,144,4,20,2515,1000070,375
47503,3/1/2021,onslow,37133,244000,287,42,672,88,48,1741,363738,1666
47507,3/1/2021,perquimans,37143,399950,35,109,16,0,8,3663,427519,66
47533,3/1/2021,anson,37007,140000,20,57,16,0,0,1584,185537,39
47537,3/1/2021,alexander,37003,252400,27,58,20,4,20,1855,317140,45
47576,3/1/2021,chatham,37037,688700,104,40,100,12,20,3524,737184,216
47595,3/1/2021,scotland,37165,177000,17,55,28,0,0,2282,200070,61
47685,3/1/2021,vance,37181,295000,21,80,24,0,4,2180,397607,53
47725,3/1/2021,moore,37125,349900,254,38,252,8,32,2302,467113,692
47744,3/1/2021,yancey,37199,369700,106,159,28,0,8,1717,640093,165
47778,3/1/2021,graham,37075,461500,38,112,4,0,0,1824,639809,57
47804,3/1/2021,lee,37105,276746,79,30,100,4,24,2100,295823,280
47814,3/1/2021,surry,37171,298000,58,65,48,0,16,2107,387332,134
47819,3/1/2021,forsyth,37067,294950,374,48,600,44,68,4863,417788,1431
47831,3/1/2021,iredell,37097,381245,191,49,232,52,36,2448,655885,566
47891,3/1/2021,stokes,37169,358950,33,63,28,0,8,2000,387685,101
47903,3/1/2021,gaston,37071,272400,169,33,256,76,36,1765,317073,448
47930,3/1/2021,pasquotank,37139,236200,70,38,76,4,12,2103,255268,163
47932,3/1/2021,johnston,37101,296450,182,22,256,92,32,2019,310838,672
47962,3/1/2021,granville,37077,304450,26,32,28,4,0,1905,375684,58
47964,3/1/2021,franklin,37069,318184,71,26,76,44,8,2030,323902,145
48007,3/1/2021,washington,37187,194950,12,64,8,0,0,1530,196659,31
48192,3/1/2021,mitchell,37121,337000,56,97,20,4,8,1960,478153,92
48253,3/1/2021,ashe,37009,354950,64,95,36,4,12,1981,477665,130
48263,3/1/2021,nash,37127,279450,103,45,120,20,8,2024,307568,284
48268,3/1/2021,cleveland,37045,238900,69,29,100,8,8,1615,278858,204
48277,3/1/2021,carteret,37031,412500,261,61,216,28,36,1880,557025,752
48279,3/1/2021,brunswick,37019,354655,713,57,620,188,92,1968,480309,2119
48304,3/1/2021,buncombe,37021,491750,428,82,364,40,108,1891,767595,983
48307,3/1/2021,wake,37183,438349,1020,31,1536,296,204,2350,586036,2312
48321,3/1/2021,sampson,37163,232400,46,34,28,12,4,1950,389664,89
48351,3/1/2021,burke,37023,249700,60,69,44,0,20,1679,421525,147
48375,3/1/2021,beaufort,37013,296450,71,67,60,0,4,2106,367833,157
48378,3/1/2021,edgecombe,37065,117900,42,69,32,0,8,1385,132271,89
48418,3/1/2021,martin,37117,152400,20,100,8,0,0,2144,182780,43
48423,3/1/2021,mcdowell,37111,315000,53,91,40,0,8,1852,382497,112
48442,3/1/2021,chowan,37041,282000,47,75,28,0,12,2529,403256,84
48485,3/1/2021,alamance,37001,284000,190,24,284,16,32,1928,390076,508
48526,3/1/2021,new hanover,37129,428125,388,45,552,60,88,2128,759242,1511
48531,3/1/2021,yadkin,37197,164950,24,69,24,0,0,4975,304642,67
48562,3/1/2021,camden,37029,328700,46,23,44,0,4,1881,331965,80
48587,3/1/2021,avery,37011,327000,46,129,16,0,4,2091,975650,72
48598,3/1/2021,lincoln,37109,385000,96,54,92,28,24,2249,448544,286
48610,3/1/2021,cherokee,37039,254950,151,56,132,8,20,1599,316983,390
48680,3/1/2021,montgomery,37123,349500,6,30,4,0,0,2058,284996,15
48689,3/1/2021,davie,37059,215215,52,73,56,8,0,2120,426440,143
48699,3/1/2021,tyrrell,37177,324000,8,91,4,0,0,1056,261155,13
48717,3/1/2021,caswell,37033,167500,13,45,12,0,4,1152,380216,32
48718,3/1/2021,wilson,37195,220750,67,44,88,8,8,1708,303316,229
48740,3/1/2021,cabarrus,37025,279950,112,28,220,0,36,1930,389564,333
48825,3/1/2021,bertie,37015,106750,10,203,4,0,0,1661,210697,17
48852,3/1/2021,davidson,37057,244900,102,47,128,4,36,1850,295282,358
48861,3/1/2021,hertford,37091,170000,28,53,4,0,0,1798,192419,50
48879,3/1/2021,warren,37185,289000,7,57,4,0,0,2500,1228000,21
48890,3/1/2021,dare,37055,524500,260,68,216,8,44,2334,741748,733
48934,3/1/2021,mecklenburg,37119,424950,1044,32,1500,168,308,2070,642093,2737
48935,3/1/2021,columbus,37047,204950,61,101,24,0,20,1925,267923,108
48980,3/1/2021,jones,37103,137000,3,273,0,0,4,1380,341417,14
49023,3/1/2021,guilford,37081,280503,385,45,672,32,92,2050,375764,1672
49028,3/1/2021,pamlico,37137,341950,57,123,16,0,8,1900,540026,104
49067,3/1/2021,polk,37149,514450,79,79,44,0,8,2280,728351,146
49099,3/1/2021,macon,37113,569000,173,108,68,0,16,1740,910114,243
49188,3/1/2021,currituck,37053,445400,178,54,168,20,12,2635,666930,411
49230,3/1/2021,union,37179,385980,192,33,296,52,28,2218,561336,533
49263,3/1/2021,duplin,37061,264900,39,62,36,0,4,2300,286368,93
49272,3/1/2021,richmond,37153,161950,50,61,36,0,12,1415,231412,99
49289,3/1/2021,greene,37079,192750,1,97,0,0,0,2442,180050,12
49314,3/1/2021,rutherford,37161,270950,102,57,80,0,28,1658,418772,258
49425,3/1/2021,jackson,37099,612000,216,123,96,0,20,1897,996698,349
49451,3/1/2021,gates,37073,234000,8,39,0,0,0,2323,226704,10
49490,3/1/2021,alleghany,37005,316484,71,85,24,0,4,1621,377870,117
49510,2/1/2021,cherokee,37039,283400,142,71,96,0,12,1800,338659,374
49522,2/1/2021,halifax,37083,140000,87,93,24,0,8,1600,251312,190
49546,2/1/2021,chowan,37041,279000,48,92,16,0,12,2616,372387,84
49575,2/1/2021,clay,37043,425000,120,123,36,0,20,3189,599798,199
49665,2/1/2021,robeson,37155,160000,91,60,60,0,16,1790,212439,188
49676,2/1/2021,orange,37135,564000,91,33,108,12,20,2771,717986,213
49683,2/1/2021,franklin,37069,317900,79,23,92,36,8,2070,320170,152
49684,2/1/2021,yadkin,37197,185000,24,56,16,0,4,7085,335091,54
49784,2/1/2021,columbus,37047,180000,65,114,20,0,12,1793,252555,110
49811,2/1/2021,dare,37055,519000,302,101,188,8,40,2397,723201,737
49817,2/1/2021,camden,37029,287107,34,61,24,0,0,1800,322888,67
49911,2/1/2021,bladen,37017,194450,38,114,12,0,0,1600,441615,60
49936,2/1/2021,northampton,37131,275000,16,151,8,0,0,2304,453908,37
50033,2/1/2021,hertford,37091,169000,33,109,16,0,4,1860,185843,43
50044,2/1/2021,montgomery,37123,139000,10,43,12,0,0,1215,200165,19
50065,2/1/2021,lincoln,37109,352204,140,60,100,88,24,2149,394728,331
50090,2/1/2021,perquimans,37143,329200,47,69,12,0,4,2678,382953,66
50103,2/1/2021,wilkes,37193,399000,71,81,44,4,16,2215,472887,153
50143,2/1/2021,wake,37183,429662,1170,36,1360,360,196,2372,580203,2396
50160,2/1/2021,durham,37063,380351,294,51,284,72,48,1871,499585,559
50177,2/1/2021,iredell,37097,371311,212,59,228,56,48,2481,565566,599
50206,2/1/2021,mcdowell,37111,277500,58,117,28,0,8,2040,386396,123
50247,2/1/2021,craven,37049,246090,204,70,236,32,36,1895,320633,640
50250,2/1/2021,polk,37149,574000,88,87,36,0,12,2400,764229,138
50355,2/1/2021,jones,37103,164000,6,245,0,0,4,1627,330083,12
50398,2/1/2021,randolph,37151,217400,84,55,88,0,28,1800,324480,307
50400,2/1/2021,cumberland,37051,207240,289,50,504,48,60,1950,251408,1272
50422,2/1/2021,person,37145,279950,36,48,32,0,4,1713,526282,70
50441,2/1/2021,wayne,37191,202400,105,42,120,4,12,1840,240330,263
50460,2/1/2021,transylvania,37175,644000,104,103,48,0,20,2604,962584,201
50516,2/1/2021,tyrrell,37177,259500,7,156,0,0,0,2105,251545,13
50533,2/1/2021,rockingham,37157,205000,88,71,68,0,24,5364,305539,273
50624,2/1/2021,onslow,37133,249200,301,58,476,60,36,1791,381023,1550
50625,2/1/2021,currituck,37053,459900,184,56,108,28,4,2655,676591,413
50630,2/1/2021,union,37179,352500,227,25,312,56,36,2169,530175,521
50704,2/1/2021,caswell,37033,259900,15,58,8,0,0,2199,425198,29
50719,2/1/2021,macon,37113,535000,191,122,60,4,24,1676,843680,262
50730,2/1/2021,ashe,37009,314450,69,140,24,4,8,2043,447442,135
50782,2/1/2021,edgecombe,37065,103700,45,84,12,0,8,1460,123337,87
50789,2/1/2021,mecklenburg,37119,405000,1150,35,1408,200,284,2024,610021,2708
50792,2/1/2021,caldwell,37027,229700,65,49,52,0,16,2017,385599,135
50874,2/1/2021,martin,37117,129500,22,90,4,0,4,1843,159463,42
50923,2/1/2021,alexander,37003,282500,33,50,20,0,8,1872,489507,54
50963,2/1/2021,guilford,37081,293195,447,53,628,28,84,1903,387394,1710
51025,2/1/2021,yancey,37199,350000,113,152,16,0,4,1759,614455,176
51045,2/1/2021,chatham,37037,671950,111,73,96,8,12,3382,681134,212
51092,2/1/2021,rutherford,37161,269900,132,76,80,0,20,1640,384806,282
51109,2/1/2021,richmond,37153,171950,53,63,28,0,12,1482,247941,90
51168,2/1/2021,carteret,37031,410000,286,92,184,24,40,1886,554171,766
51238,2/1/2021,stanly,37167,262950,101,66,60,4,16,1815,393912,176
51309,2/1/2021,hyde,37095,471500,30,206,4,0,0,1498,499666,48
51311,2/1/2021,graham,37075,474000,42,114,4,0,0,1680,631238,63
51319,2/1/2021,vance,37181,201750,29,93,16,0,0,1711,251452,56
51351,2/1/2021,gates,37073,202250,5,179,4,0,0,1890,183607,9
51438,2/1/2021,harnett,37085,248950,180,31,208,16,20,1902,266665,579
51456,2/1/2021,cabarrus,37025,279950,148,27,228,28,40,1888,372299,363
51535,2/1/2021,pamlico,37137,350000,73,126,20,0,4,1874,513266,109
51599,2/1/2021,rowan,37159,249450,135,60,108,4,28,1957,347332,316
51600,2/1/2021,haywood,37087,392450,173,97,88,4,48,1990,555426,321
51601,2/1/2021,lee,37105,280000,82,30,108,4,16,2286,322112,261
51605,2/1/2021,pender,37141,355588,127,75,100,48,32,2524,421830,457
51618,2/1/2021,gaston,37071,284495,205,30,244,60,40,1800,311640,495
51635,2/1/2021,washington,37187,189900,17,127,4,0,0,1634,183468,35
51642,2/1/2021,cleveland,37045,207500,89,34,68,20,12,1537,255511,204
51648,2/1/2021,watauga,37189,679000,183,93,124,4,32,2702,986324,378
51658,2/1/2021,duplin,37061,264900,40,107,20,0,4,2281,274849,87
51721,2/1/2021,moore,37125,355000,201,77,208,16,24,2319,476430,655
51738,2/1/2021,granville,37077,310990,34,77,28,0,0,1905,349441,58
51778,2/1/2021,surry,37171,311000,59,83,40,0,8,2107,399793,142
51799,2/1/2021,anson,37007,144898,20,58,8,0,4,1752,188715,37
51826,2/1/2021,catawba,37035,299500,151,52,152,4,36,1951,426328,314
51856,2/1/2021,johnston,37101,297395,232,43,260,116,36,2068,314659,708
51862,2/1/2021,jackson,37099,574900,242,129,60,4,24,1851,930855,368
51906,2/1/2021,new hanover,37129,420125,445,75,464,72,88,2212,781411,1540
51999,2/1/2021,stokes,37169,302339,35,90,28,4,4,2682,336575,105
52011,2/1/2021,madison,37115,382000,52,99,24,0,4,1757,572232,87
52019,2/1/2021,mitchell,37121,340000,58,128,12,0,8,2019,479104,93
52028,2/1/2021,alamance,37001,262500,227,28,344,20,24,1841,370504,546
52058,2/1/2021,pitt,37147,260865,121,56,208,20,16,2241,321428,571
52128,2/1/2021,greene,37079,131400,4,60,0,0,0,1388,136586,14
52135,2/1/2021,avery,37011,395000,50,108,8,0,4,2124,911728,78
52158,2/1/2021,sampson,37163,234450,42,56,16,0,4,2125,403375,87
52241,2/1/2021,nash,37127,267900,111,38,92,8,12,2111,307255,280
52258,2/1/2021,pasquotank,37139,228750,64,37,52,12,12,2145,238743,139
52300,2/1/2021,forsyth,37067,318321,399,58,456,32,44,4923,424502,1431
52318,2/1/2021,warren,37185,185000,13,65,4,0,0,2240,737129,27
52383,2/1/2021,davie,37059,221930,55,114,36,4,8,4416,433865,143
52440,2/1/2021,buncombe,37021,478923,473,95,292,16,104,1851,731626,1014
52460,2/1/2021,beaufort,37013,297498,72,94,28,0,12,2178,381798,152
52461,2/1/2021,burke,37023,249500,73,71,48,0,12,1845,409979,162
52472,2/1/2021,swain,37173,340000,64,136,16,0,0,2246,553426,89
52479,2/1/2021,wilson,37195,223750,74,45,108,8,4,1913,305771,228
52532,2/1/2021,scotland,37165,142400,17,73,12,0,4,2224,174260,58
52547,2/1/2021,davidson,37057,222500,120,52,144,16,36,1968,288601,370
52551,2/1/2021,lenoir,37107,155350,48,61,28,0,4,2000,183916,121
52555,2/1/2021,brunswick,37019,349900,806,76,580,172,124,2020,466865,2091
52575,2/1/2021,bertie,37015,89495,18,113,0,0,0,1520,184968,28
52579,2/1/2021,alleghany,37005,307900,85,70,20,0,4,1656,375321,116
52589,2/1/2021,henderson,37089,467000,240,102,132,12,32,2217,709878,500
52597,2/1/2021,hoke,37093,241450,39,44,88,12,0,2100,242591,257
52696,1/1/2021,hertford,37091,149900,31,133,4,0,4,1850,183918,41
52700,1/1/2021,yancey,37199,329000,139,143,16,0,8,1800,571457,187
52702,1/1/2021,jones,37103,176000,5,213,4,0,0,1400,333414,15
52749,1/1/2021,buncombe,37021,480000,573,88,196,12,144,1904,723699,1052
52776,1/1/2021,swain,37173,350000,67,140,4,0,8,2246,529370,94
52810,1/1/2021,davie,37059,239000,61,95,36,0,16,4900,422194,155
52896,1/1/2021,yadkin,37197,225000,27,32,16,0,8,4766,340379,57
52918,1/1/2021,carteret,37031,385000,331,102,168,20,44,1850,530908,746
52967,1/1/2021,perquimans,37143,300000,50,89,12,0,8,2941,379144,64
53059,1/1/2021,washington,37187,189900,24,122,4,0,0,1979,191496,36
53070,1/1/2021,greene,37079,105800,7,37,4,0,0,1840,135233,19
53102,1/1/2021,rutherford,37161,284000,134,70,68,4,28,1660,398766,289
53159,1/1/2021,beaufort,37013,299900,90,107,32,0,12,2242,376250,156
53222,1/1/2021,robeson,37155,169900,91,97,44,0,16,1850,227174,178
53275,1/1/2021,bladen,37017,179900,43,140,8,0,4,1604,386730,64
53276,1/1/2021,stokes,37169,280900,38,87,28,0,12,3363,330987,97
53318,1/1/2021,alamance,37001,291932,231,43,256,28,36,1918,376113,602
53321,1/1/2021,tyrrell,37177,175000,10,148,4,0,0,1056,219164,13
53325,1/1/2021,wake,37183,420000,1452,53,1268,384,204,2430,562164,2504
53354,1/1/2021,new hanover,37129,389500,623,76,364,88,112,2098,703281,1516
53360,1/1/2021,johnston,37101,289900,317,48,228,168,52,2073,306123,709
53369,1/1/2021,stanly,37167,255900,117,80,60,8,32,1836,381698,198
53442,1/1/2021,columbus,37047,159999,69,114,20,0,12,1790,210699,117
53475,1/1/2021,vance,37181,209000,33,119,16,0,8,1852,275845,55
53524,1/1/2021,pamlico,37137,320000,78,122,12,0,12,1780,476478,105
53528,1/1/2021,davidson,37057,230000,136,52,132,4,40,1740,281422,349
53559,1/1/2021,durham,37063,379700,358,56,268,32,76,1916,494994,587
53563,1/1/2021,iredell,37097,353208,299,65,192,124,40,2445,519956,652
53571,1/1/2021,surry,37171,249000,67,95,32,0,8,2219,374511,157
53603,1/1/2021,polk,37149,565000,87,100,24,0,8,2427,738627,134
53643,1/1/2021,chatham,37037,595000,155,85,60,12,16,3296,657398,232
53768,1/1/2021,henderson,37089,459900,283,99,124,24,60,2250,716844,491
53779,1/1/2021,onslow,37133,247900,376,64,436,100,60,1843,375218,1482
53815,1/1/2021,moore,37125,349999,242,78,156,16,28,2493,470636,696
53842,1/1/2021,mcdowell,37111,299000,71,104,24,4,16,2100,382557,129
53897,1/1/2021,gaston,37071,285000,241,49,204,48,64,1851,325621,474
53898,1/1/2021,catawba,37035,315672,169,64,96,8,40,2026,430772,328
53928,1/1/2021,edgecombe,37065,85000,50,62,32,0,4,1396,114049,89
53939,1/1/2021,mitchell,37121,290000,65,104,8,0,4,2084,439620,98
53947,1/1/2021,lee,37105,267500,79,53,72,16,12,2145,320701,252
53959,1/1/2021,nash,37127,249900,125,65,96,4,20,2064,296968,266
53987,1/1/2021,jackson,37099,574900,278,120,80,4,20,1896,893780,402
54041,1/1/2021,pitt,37147,260990,147,70,176,24,28,2250,329651,554
54099,1/1/2021,person,37145,259900,44,55,28,0,8,1593,357585,77
54116,1/1/2021,avery,37011,469000,53,90,12,0,8,2112,875372,86
54122,1/1/2021,lincoln,37109,355955,180,77,80,136,40,2390,447420,329
54155,1/1/2021,ashe,37009,319900,92,109,16,0,8,1997,422964,157
54172,1/1/2021,alleghany,37005,298500,85,79,16,0,8,1656,354390,117
54180,1/1/2021,forsyth,37067,314445,462,60,512,44,84,4983,410198,1426
54190,1/1/2021,granville,37077,300000,48,65,28,8,0,1945,347153,74
54219,1/1/2021,rowan,37159,249000,147,60,92,12,36,1908,354448,333
54232,1/1/2021,macon,37113,550000,222,111,36,4,32,1680,821413,292
54249,1/1/2021,craven,37049,235990,226,70,148,52,44,1850,301272,553
54271,1/1/2021,anson,37007,169900,19,74,12,0,4,2112,216611,35
54310,1/1/2021,sampson,37163,224900,45,102,20,0,8,2156,408078,85
54312,1/1/2021,hoke,37093,245000,35,48,68,0,0,2100,230163,238
54381,1/1/2021,bertie,37015,94500,21,120,4,0,0,1736,257953,27
54441,1/1/2021,orange,37135,500000,114,53,116,24,32,2583,659891,216
54449,1/1/2021,scotland,37165,174900,28,80,8,0,4,2184,193454,66
54545,1/1/2021,pender,37141,350500,173,66,100,20,24,2463,408230,429
54560,1/1/2021,haywood,37087,399900,192,91,56,0,44,2216,562041,329
54574,1/1/2021,cherokee,37039,259900,180,80,72,0,24,1744,329682,382
54596,1/1/2021,cumberland,37051,203000,358,54,408,32,80,1950,244405,1204
54613,1/1/2021,guilford,37081,299990,527,65,540,68,104,1903,399183,1676
54645,1/1/2021,camden,37029,319900,46,75,20,0,16,1805,322993,70
54746,1/1/2021,cleveland,37045,214900,93,50,64,16,24,1583,257602,198
54821,1/1/2021,richmond,37153,132000,53,58,36,0,8,1382,203410,98
54833,1/1/2021,mecklenburg,37119,409979,1308,56,1136,352,364,2097,602856,2706
54840,1/1/2021,warren,37185,169900,14,78,8,0,0,2202,188819,24
54875,1/1/2021,caswell,37033,250000,22,62,4,0,4,1456,364036,32
54893,1/1/2021,currituck,37053,465000,212,63,124,28,16,2644,692882,422
54955,1/1/2021,graham,37075,495000,42,112,12,0,0,1680,598116,62
54958,1/1/2021,pasquotank,37139,220000,65,52,52,0,4,1720,231458,135
54978,1/1/2021,transylvania,37175,525000,131,93,40,0,16,2360,857837,218
54984,1/1/2021,gates,37073,205000,4,154,0,0,0,1800,188333,9
54986,1/1/2021,clay,37043,399000,139,129,40,0,12,2112,531246,219
55035,1/1/2021,franklin,37069,310900,82,57,68,24,12,2110,317402,151
55039,1/1/2021,rockingham,37157,189900,106,65,84,4,32,5364,284303,266
55091,1/1/2021,randolph,37151,213400,95,48,92,4,28,1800,305153,319
55143,1/1/2021,caldwell,37027,219000,65,53,40,4,16,1904,292023,131
55174,1/1/2021,northampton,37131,245000,21,126,8,0,0,2472,421143,34
55222,1/1/2021,cabarrus,37025,325000,168,45,188,40,44,2160,409592,366
55228,1/1/2021,wayne,37191,195000,118,53,116,0,12,1770,230852,255
55230,1/1/2021,lenoir,37107,167900,57,56,32,12,4,1902,187073,121
55269,1/1/2021,duplin,37061,199900,41,105,24,0,8,2000,265682,85
55322,1/1/2021,alexander,37003,285000,35,56,16,0,8,1818,529458,56
55351,1/1/2021,burke,37023,259000,89,70,40,4,24,1959,413135,162
55352,1/1/2021,watauga,37189,599000,223,99,76,8,20,2420,930057,397
55392,1/1/2021,halifax,37083,130000,102,74,32,0,16,1624,259382,188
55400,1/1/2021,wilson,37195,215000,82,60,88,12,20,1922,303982,220
55418,1/1/2021,brunswick,37019,335500,958,77,468,104,112,1984,460433,2010
55437,1/1/2021,madison,37115,429000,50,93,16,0,8,2069,616087,83
55441,1/1/2021,chowan,37041,289000,46,99,16,0,4,2632,340417,80
55525,1/1/2021,martin,37117,129500,28,112,8,0,0,2112,169610,49
55547,1/1/2021,montgomery,37123,130000,8,51,0,0,0,1202,216700,18
55556,1/1/2021,union,37179,375900,249,39,248,76,56,2504,532009,483
55573,1/1/2021,wilkes,37193,425000,84,99,40,0,12,2962,490263,156
55607,1/1/2021,hyde,37095,449900,36,172,4,0,0,1542,494726,46
55648,1/1/2021,dare,37055,529000,383,94,152,4,52,2300,692170,752
55690,1/1/2021,harnett,37085,259900,200,53,200,16,36,2020,268741,542
55731,12/1/2020,person,37145,266200,47,47,28,0,8,1846,366739,83
55766,12/1/2020,union,37179,383400,244,47,144,36,32,2584,557750,508
55784,12/1/2020,guilford,37081,299500,663,53,532,80,164,2046,392403,1929
55792,12/1/2020,randolph,37151,201700,136,32,104,0,24,1625,280916,376
55854,12/1/2020,vance,37181,175000,39,120,16,0,4,1678,262129,66
55893,12/1/2020,bladen,37017,192000,51,139,8,0,4,1642,404189,69
55941,12/1/2020,columbus,37047,167200,78,108,4,0,8,1796,222610,128
55967,12/1/2020,tyrrell,37177,190000,11,122,0,0,0,1210,242255,12
55979,12/1/2020,swain,37173,372450,85,113,12,0,4,2325,517973,112
56025,12/1/2020,jackson,37099,569450,323,107,52,4,20,1862,893439,458
56036,12/1/2020,haywood,37087,404900,229,84,64,0,44,2203,561937,387
56037,12/1/2020,greene,37079,122400,10,40,4,0,0,1581,141664,18
56049,12/1/2020,wilkes,37193,398800,95,101,28,0,20,2226,474619,193
56158,12/1/2020,lee,37105,259950,87,46,60,4,16,2328,319245,279
56260,12/1/2020,wake,37183,419950,1755,54,1168,268,288,2490,547025,3059
56285,12/1/2020,chatham,37037,575000,184,68,44,4,12,3331,684037,264
56303,12/1/2020,gates,37073,175000,6,129,0,0,0,1800,168070,10
56312,12/1/2020,burke,37023,275000,91,61,36,0,16,2069,417900,172
56325,12/1/2020,currituck,37053,444765,234,64,76,4,20,2628,714438,437
56334,12/1/2020,richmond,37153,134000,62,54,24,0,4,1560,212411,106
56375,12/1/2020,robeson,37155,154950,98,79,36,0,12,1850,212899,187
